"source_state","target_state","seed","model","metric","value","exclusion_reason"
"MD","OH",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",7,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",8,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","PA",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","PA",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","PA",9,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",0,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",1,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",2,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",3,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",4,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",5,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",6,"blind","mechanism_pair_abs_q95__loan_to_value_ratio",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
